nesFrame,genFrame,segment,classification,maskRaw,curVScroll,demoLineTextIndex,lineCounter,lineDst,attrDst,switchReq,vsram0,hintQCount,hintPendSplit,introScrollMode,genFirstRow,genTitleRow,nesFirstRow,nesTitleRow,contentMatch,lineDstNes,attrDstNes
2427,2485,full_scroll,ok,0.02291,84,07,6C,22E0,23F0,00,017B,00,00,00,0,12,0,12,1,22E0,23F0
2426,2484,full_scroll,ok,0.02291,83,07,6B,22E0,23F0,00,017B,00,00,00,0,12,0,12,1,22E0,23F0
2425,2483,full_scroll,ok,0.02178,83,07,6B,22E0,23F0,00,017A,00,00,00,0,13,0,13,1,22E0,23F0
2424,2482,full_scroll,ok,0.02178,82,07,6A,22E0,23F0,00,017A,00,00,00,0,13,0,13,1,22E0,23F0
2375,2433,full_scroll,ok,0.02110,6A,07,52,2280,23F0,00,0161,00,00,00,2,38,0,38,1,2280,23F0
2371,2429,full_scroll,ok,0.02080,68,07,50,2280,23F0,00,015F,00,00,00,4,40,1,40,1,2280,23F0
2379,2437,full_scroll,ok,0.02077,6C,07,54,2280,23F0,00,0163,00,00,00,0,36,0,36,1,2280,23F0
2423,2481,full_scroll,ok,0.02068,82,07,6A,22E0,23F0,00,0179,00,00,00,0,14,0,14,1,22E0,23F0
2422,2480,full_scroll,ok,0.02068,81,07,69,22E0,23F0,00,0179,00,00,00,0,14,0,14,1,22E0,23F0
2377,2435,full_scroll,ok,0.02049,6B,07,53,2280,23F0,00,0162,00,00,00,0,37,0,37,1,2280,23F0
2373,2431,full_scroll,ok,0.02023,69,07,51,2280,23F0,00,0160,00,00,00,1,39,0,39,1,2280,23F0
2381,2439,full_scroll,ok,0.02021,6D,07,55,2280,23F0,00,0164,00,00,00,0,35,0,35,1,2280,23F0
2383,2441,full_scroll,ok,0.02011,6E,07,56,2280,23F0,00,0165,00,00,00,0,34,0,34,1,2280,23F0
2382,2440,full_scroll,ok,0.02011,6D,07,55,2280,23F0,00,0165,00,00,00,0,34,0,34,1,2280,23F0
2378,2436,full_scroll,ok,0.02009,6B,07,53,2280,23F0,00,0163,00,00,00,0,36,0,36,1,2280,23F0
2374,2432,full_scroll,ok,0.02007,69,07,51,2280,23F0,00,0161,00,00,00,0,38,0,38,1,2280,23F0
2372,2430,full_scroll,ok,0.02007,68,07,50,2280,23F0,00,0160,00,00,00,1,39,1,39,1,2280,23F0
2370,2428,full_scroll,ok,0.02007,67,06,4F,2260,23E8,00,015F,00,00,00,2,40,2,40,1,2260,23E8
2386,2444,full_scroll,ok,0.02004,6F,07,57,2280,23F0,00,0167,00,00,00,0,32,0,32,1,2280,23F0
2385,2443,full_scroll,ok,0.02004,6F,07,57,2280,23F0,00,0166,00,00,00,0,33,0,33,1,2280,23F0
2376,2434,full_scroll,ok,0.02004,6A,07,52,2280,23F0,00,0162,00,00,00,0,37,0,37,1,2280,23F0
2380,2438,full_scroll,ok,0.02002,6C,07,54,2280,23F0,00,0164,00,00,00,0,35,0,35,1,2280,23F0
2384,2442,full_scroll,ok,0.01998,6E,07,56,2280,23F0,00,0166,00,00,00,0,33,0,33,1,2280,23F0
2388,2446,full_scroll,ok,0.01985,70,07,58,22A0,23F0,00,0168,00,00,00,0,31,0,31,1,22A0,23F0
2387,2445,full_scroll,ok,0.01974,70,07,58,22A0,23F0,00,0167,00,00,00,0,32,0,32,1,22A0,23F0
2389,2447,full_scroll,ok,0.01958,71,07,59,22A0,23F0,00,0168,00,00,00,0,31,16,31,1,22A0,23F0
2369,2427,full_scroll,ok,0.01955,67,06,4F,2260,23E8,00,015E,00,00,00,2,41,2,41,1,2260,23E8
2421,2479,full_scroll,ok,0.01904,81,07,69,22E0,23F0,00,0178,00,00,00,0,15,0,15,1,22E0,23F0
2420,2478,full_scroll,ok,0.01904,80,07,68,22E0,23F0,00,0178,00,00,00,0,15,0,15,1,22E0,23F0
2419,2477,full_scroll,ok,0.01904,80,07,68,22E0,23F0,00,0177,00,00,00,1,16,1,16,1,22E0,23F0
2418,2476,full_scroll,ok,0.01904,7F,07,67,22C0,23F0,00,0177,00,00,00,1,16,1,16,1,22C0,23F0
2417,2475,full_scroll,ok,0.01904,7F,07,67,22C0,23F0,00,0176,00,00,00,2,17,2,17,1,22C0,23F0
2416,2474,full_scroll,ok,0.01904,7E,07,66,22C0,23F0,00,0176,00,00,00,2,17,2,17,1,22C0,23F0
2415,2473,full_scroll,ok,0.01904,7E,07,66,22C0,23F0,00,0175,00,00,00,3,18,3,18,1,22C0,23F0
2414,2472,full_scroll,ok,0.01904,7D,07,65,22C0,23F0,00,0175,00,00,00,3,18,3,18,1,22C0,23F0
2413,2471,full_scroll,ok,0.01904,7D,07,65,22C0,23F0,00,0174,00,00,00,4,19,4,19,1,22C0,23F0
2412,2470,full_scroll,ok,0.01904,7C,07,64,22C0,23F0,00,0174,00,00,00,4,19,4,19,1,22C0,23F0
2411,2469,full_scroll,ok,0.01904,7C,07,64,22C0,23F0,00,0173,00,00,00,5,20,5,20,1,22C0,23F0
2410,2468,full_scroll,ok,0.01904,7B,07,63,22C0,23F0,00,0173,00,00,00,5,20,5,20,1,22C0,23F0
2409,2467,full_scroll,ok,0.01904,7B,07,63,22C0,23F0,00,0172,00,00,00,6,21,6,21,1,22C0,23F0
2408,2466,full_scroll,ok,0.01904,7A,07,62,22C0,23F0,00,0172,00,00,00,6,21,6,21,1,22C0,23F0
2407,2465,full_scroll,ok,0.01904,7A,07,62,22C0,23F0,00,0171,00,00,00,7,22,7,22,1,22C0,23F0
2406,2464,full_scroll,ok,0.01904,79,07,61,22C0,23F0,00,0171,00,00,00,7,22,7,22,1,22C0,23F0
2405,2463,full_scroll,ok,0.01904,79,07,61,22C0,23F0,00,0170,00,00,00,8,23,8,23,1,22C0,23F0
2404,2462,full_scroll,ok,0.01904,78,07,60,22C0,23F0,00,0170,00,00,00,8,23,8,23,1,22C0,23F0
2403,2461,full_scroll,ok,0.01904,78,07,60,22C0,23F0,00,016F,00,00,00,9,24,9,24,1,22C0,23F0
2402,2460,full_scroll,ok,0.01904,77,07,5F,22A0,23F0,00,016F,00,00,00,9,24,9,24,1,22A0,23F0
2401,2459,full_scroll,ok,0.01904,77,07,5F,22A0,23F0,00,016E,00,00,00,10,25,10,25,1,22A0,23F0
2400,2458,full_scroll,ok,0.01904,76,07,5E,22A0,23F0,00,016E,00,00,00,10,25,10,25,1,22A0,23F0
2399,2457,full_scroll,ok,0.01904,76,07,5E,22A0,23F0,00,016D,00,00,00,11,26,11,26,1,22A0,23F0
2398,2456,full_scroll,ok,0.01904,75,07,5D,22A0,23F0,00,016D,00,00,00,11,26,11,26,1,22A0,23F0
2397,2455,full_scroll,ok,0.01904,75,07,5D,22A0,23F0,00,016C,00,00,00,12,27,12,27,1,22A0,23F0
2396,2454,full_scroll,ok,0.01904,74,07,5C,22A0,23F0,00,016C,00,00,00,12,27,12,27,1,22A0,23F0
2395,2453,full_scroll,ok,0.01904,74,07,5C,22A0,23F0,00,016B,00,00,00,13,28,13,28,1,22A0,23F0
2394,2452,full_scroll,ok,0.01904,73,07,5B,22A0,23F0,00,016B,00,00,00,13,28,13,28,1,22A0,23F0
2393,2451,full_scroll,ok,0.01904,73,07,5B,22A0,23F0,00,016A,00,00,00,14,29,14,29,1,22A0,23F0
2392,2450,full_scroll,ok,0.01904,72,07,5A,22A0,23F0,00,016A,00,00,00,14,29,14,29,1,22A0,23F0
2391,2449,full_scroll,ok,0.01904,72,07,5A,22A0,23F0,00,0169,00,00,00,15,30,15,30,1,22A0,23F0
2390,2448,full_scroll,ok,0.01904,71,07,59,22A0,23F0,00,0169,00,00,00,15,30,15,30,1,22A0,23F0
2368,2426,full_scroll,ok,0.01869,66,06,4E,2260,23E8,00,015E,00,00,00,3,41,3,41,1,2260,23E8
2367,2425,full_scroll,ok,0.01807,66,06,4E,2260,23E8,00,015D,00,00,00,5,42,3,42,1,2260,23E8
2366,2424,full_scroll,ok,0.01770,65,06,4D,2260,23E8,00,015D,00,00,00,4,42,4,42,1,2260,23E8
2365,2423,full_scroll,ok,0.01749,65,06,4D,2260,23E8,00,015C,00,00,00,4,43,4,43,1,2260,23E8
2364,2422,full_scroll,ok,0.01660,64,06,4C,2260,23E8,00,015C,00,00,00,5,43,5,43,1,2260,23E8
2363,2421,full_scroll,ok,0.01538,64,06,4C,2260,23E8,00,015B,00,00,00,5,44,5,44,1,2260,23E8
2362,2420,full_scroll,ok,0.01528,63,06,4B,2260,23E8,00,015B,00,00,00,6,44,6,44,1,2260,23E8
2361,2419,full_scroll,ok,0.01486,63,06,4B,2260,23E8,00,015A,00,00,00,6,45,6,45,1,2260,23E8
2360,2418,full_scroll,ok,0.01406,62,06,4A,2260,23E8,00,015A,00,00,00,7,45,7,45,1,2260,23E8
2359,2417,full_scroll,ok,0.01317,62,06,4A,2260,23E8,00,0159,00,00,00,7,46,7,46,1,2260,23E8
2358,2416,full_scroll,ok,0.01311,61,06,49,2260,23E8,00,0159,00,00,00,8,46,8,46,1,2260,23E8
2357,2415,full_scroll,ok,0.01196,61,06,49,2260,23E8,00,0158,00,00,00,8,47,8,47,1,2260,23E8
2325,2383,full_scroll,ok,0.01196,51,06,39,2220,23E8,00,0148,00,00,00,24,0,24,0,1,2220,23E8
2353,2411,full_scroll,ok,0.01177,5F,06,47,2240,23E8,00,0156,00,00,00,10,49,10,49,1,2240,23E8
2347,2405,full_scroll,ok,0.01172,5C,06,44,2240,23E8,00,0153,00,00,00,13,52,13,52,1,2240,23E8
2343,2401,full_scroll,ok,0.01172,5A,06,42,2240,23E8,00,0151,00,00,00,15,54,15,54,1,2240,23E8
2351,2409,full_scroll,ok,0.01167,5E,06,46,2240,23E8,00,0155,00,00,00,11,50,11,50,1,2240,23E8
2355,2413,full_scroll,ok,0.01160,60,06,48,2260,23E8,00,0157,00,00,00,9,48,9,48,1,2260,23E8
2349,2407,full_scroll,ok,0.01156,5D,06,45,2240,23E8,00,0154,00,00,00,12,51,12,51,1,2240,23E8
2339,2397,full_scroll,ok,0.01156,58,06,40,2240,23E8,00,014F,00,00,00,17,56,17,56,1,2240,23E8
2350,2408,full_scroll,ok,0.01153,5D,06,45,2240,23E8,00,0155,00,00,00,12,50,12,50,1,2240,23E8
2354,2412,full_scroll,ok,0.01151,5F,06,47,2240,23E8,00,0157,00,00,00,10,48,10,48,1,2240,23E8
2346,2404,full_scroll,ok,0.01151,5B,06,43,2240,23E8,00,0153,00,00,00,14,52,14,52,1,2240,23E8
2345,2403,full_scroll,ok,0.01137,5B,06,43,2240,23E8,00,0152,00,00,00,14,53,14,53,1,2240,23E8
2342,2400,full_scroll,ok,0.01137,59,06,41,2240,23E8,00,0151,00,00,00,16,54,16,54,1,2240,23E8
2335,2393,full_scroll,ok,0.01137,56,06,3E,2220,23E8,00,014D,00,00,00,19,58,19,58,1,2220,23E8
2356,2414,full_scroll,ok,0.01132,60,06,48,2260,23E8,00,0158,00,00,00,9,47,9,47,1,2260,23E8
2352,2410,full_scroll,ok,0.01132,5E,06,46,2240,23E8,00,0156,00,00,00,11,49,11,49,1,2240,23E8
2348,2406,full_scroll,ok,0.01132,5C,06,44,2240,23E8,00,0154,00,00,00,13,51,13,51,1,2240,23E8
2344,2402,full_scroll,ok,0.01132,5A,06,42,2240,23E8,00,0152,00,00,00,15,53,15,53,1,2240,23E8
2341,2399,full_scroll,ok,0.01132,59,06,41,2240,23E8,00,0150,00,00,00,16,55,16,55,1,2240,23E8
2340,2398,full_scroll,ok,0.01132,58,06,40,2240,23E8,00,0150,00,00,00,17,55,17,55,1,2240,23E8
2338,2396,full_scroll,ok,0.01132,57,06,3F,2220,23E8,00,014F,00,00,00,18,56,18,56,1,2220,23E8
2337,2395,full_scroll,ok,0.01132,57,06,3F,2220,23E8,00,014E,00,00,00,18,57,18,57,1,2220,23E8
2336,2394,full_scroll,ok,0.01132,56,06,3E,2220,23E8,00,014E,00,00,00,19,57,19,57,1,2220,23E8
2334,2392,full_scroll,ok,0.01132,55,06,3D,2220,23E8,00,014D,00,00,00,20,58,20,58,1,2220,23E8
2333,2391,full_scroll,ok,0.01132,55,06,3D,2220,23E8,00,014C,00,00,00,20,59,20,59,1,2220,23E8
2332,2390,full_scroll,ok,0.01132,54,06,3C,2220,23E8,00,014C,00,00,00,21,59,21,59,1,2220,23E8
2331,2389,full_scroll,ok,0.01132,54,06,3C,2220,23E8,00,014B,00,00,00,21,60,21,60,1,2220,23E8
2330,2388,full_scroll,ok,0.01132,53,06,3B,2220,23E8,00,014B,00,00,00,22,60,22,60,1,2220,23E8
2329,2387,full_scroll,ok,0.01132,53,06,3B,2220,23E8,00,014A,00,00,00,22,61,22,61,1,2220,23E8
2328,2386,full_scroll,ok,0.01132,52,06,3A,2220,23E8,00,014A,00,00,00,23,61,23,61,1,2220,23E8
2327,2385,full_scroll,ok,0.01132,52,06,3A,2220,23E8,00,0149,00,00,00,23,62,23,62,1,2220,23E8
2326,2384,full_scroll,ok,0.01132,51,06,39,2220,23E8,00,0149,00,00,00,24,0,24,0,1,2220,23E8
2324,2382,full_scroll,ok,0.01132,50,06,38,2220,23E8,00,0148,00,00,00,25,0,25,0,1,2220,23E8
2323,2381,full_scroll,ok,0.01132,50,06,38,2220,23E8,00,0147,00,00,00,25,0,25,0,1,2220,23E8
2322,2380,full_scroll,ok,0.01132,4F,06,37,2200,23E0,00,0147,00,00,00,26,0,26,0,1,2200,23E0
2321,2379,full_scroll,ok,0.01132,4F,06,37,2200,23E0,00,0146,00,00,00,26,0,26,0,1,2200,23E0
2320,2378,full_scroll,ok,0.01132,4E,06,36,2200,23E0,00,0146,00,00,00,27,0,27,0,1,2200,23E0
2319,2377,full_scroll,ok,0.01132,4E,06,36,2200,23E0,00,0145,00,00,00,27,0,27,0,1,2200,23E0
2318,2376,full_scroll,ok,0.01132,4D,06,35,2200,23E0,00,0145,00,00,00,28,0,28,0,1,2200,23E0
2317,2375,full_scroll,ok,0.01132,4D,06,35,2200,23E0,00,0144,00,00,00,28,0,28,0,1,2200,23E0
2316,2374,full_scroll,ok,0.01132,4C,06,34,2200,23E0,00,0144,00,00,00,29,0,29,0,1,2200,23E0
2315,2373,full_scroll,ok,0.01132,4C,06,34,2200,23E0,00,0143,00,00,00,29,0,29,0,1,2200,23E0
2314,2372,full_scroll,ok,0.01132,4B,06,33,2200,23E0,00,0143,00,00,00,30,0,30,0,1,2200,23E0
2313,2371,full_scroll,ok,0.01132,4B,06,33,2200,23E0,00,0142,00,00,00,30,0,30,0,1,2200,23E0
2312,2370,full_scroll,ok,0.01132,4A,06,32,2200,23E0,00,0142,00,00,00,31,0,31,0,1,2200,23E0
2311,2369,full_scroll,ok,0.01132,4A,06,32,2200,23E0,00,0141,00,00,00,31,0,31,0,1,2200,23E0
2310,2368,full_scroll,ok,0.01132,49,06,31,2200,23E0,00,0141,00,00,00,32,0,32,0,1,2200,23E0
2309,2367,full_scroll,ok,0.01132,49,06,31,2200,23E0,00,0140,00,00,00,32,0,32,0,1,2200,23E0
2308,2366,full_scroll,ok,0.01132,48,06,30,2200,23E0,00,0140,00,00,00,33,0,33,0,1,2200,23E0
2307,2365,full_scroll,ok,0.01132,48,06,30,2200,23E0,00,013F,00,00,00,33,0,33,0,1,2200,23E0
2306,2364,full_scroll,ok,0.01132,47,06,2F,21E0,23E0,00,013F,00,00,00,34,0,34,0,1,21E0,23E0
2305,2363,full_scroll,ok,0.01053,47,06,2F,21E0,23E0,00,013E,00,00,00,34,0,34,0,1,21E0,23E0
2304,2362,full_scroll,ok,0.01053,46,06,2E,21E0,23E0,00,013E,00,00,00,35,0,35,0,1,21E0,23E0
2303,2361,full_scroll,ok,0.00994,46,06,2E,21E0,23E0,00,013D,00,00,00,35,0,35,0,1,21E0,23E0
2302,2360,full_scroll,ok,0.00994,45,06,2D,21E0,23E0,00,013D,00,00,00,36,0,36,0,1,21E0,23E0
2301,2359,full_scroll,ok,0.00942,45,06,2D,21E0,23E0,00,013C,00,00,00,36,0,36,0,1,21E0,23E0
2300,2358,full_scroll,ok,0.00942,44,06,2C,21E0,23E0,00,013C,00,00,00,37,0,37,0,1,21E0,23E0
2299,2357,full_scroll,ok,0.00853,44,06,2C,21E0,23E0,00,013B,00,00,00,37,0,37,0,1,21E0,23E0
2298,2356,full_scroll,ok,0.00853,43,06,2B,21E0,23E0,00,013B,00,00,00,38,0,38,0,1,21E0,23E0
2297,2355,full_scroll,ok,0.00783,43,06,2B,21E0,23E0,00,013A,00,00,00,38,0,38,0,1,21E0,23E0
2296,2354,full_scroll,ok,0.00783,42,06,2A,21E0,23E0,00,013A,00,00,00,39,0,39,0,1,21E0,23E0
2295,2353,full_scroll,ok,0.00717,42,06,2A,21E0,23E0,00,0139,00,00,00,39,0,39,0,1,21E0,23E0
2294,2352,full_scroll,ok,0.00717,41,06,29,21E0,23E0,00,0139,00,00,00,40,0,40,0,1,21E0,23E0
2293,2351,full_scroll,ok,0.00617,41,06,29,21E0,23E0,00,0138,00,00,00,40,0,40,0,1,21E0,23E0
2292,2350,full_scroll,ok,0.00617,40,06,28,21E0,23E0,00,0138,00,00,00,41,0,41,0,1,21E0,23E0
2291,2349,full_scroll,ok,0.00617,40,06,28,21E0,23E0,00,0137,00,00,00,0,1,0,1,1,21E0,23E0
2290,2348,full_scroll,ok,0.00617,3F,06,27,21C0,23E0,00,0137,00,00,00,0,1,0,1,1,21C0,23E0
2289,2347,full_scroll,ok,0.00617,3F,06,27,21C0,23E0,00,0136,00,00,00,0,2,0,2,1,21C0,23E0
2288,2346,full_scroll,ok,0.00617,3E,06,26,21C0,23E0,00,0136,00,00,00,0,2,0,2,1,21C0,23E0
2287,2345,full_scroll,ok,0.00617,3E,06,26,21C0,23E0,00,0135,00,00,00,0,3,0,3,1,21C0,23E0
2286,2344,full_scroll,ok,0.00617,3D,06,25,21C0,23E0,00,0135,00,00,00,0,3,0,3,1,21C0,23E0
2285,2343,full_scroll,ok,0.00617,3D,06,25,21C0,23E0,00,0134,00,00,00,0,4,0,4,1,21C0,23E0
2284,2342,full_scroll,ok,0.00617,3C,06,24,21C0,23E0,00,0134,00,00,00,0,4,0,4,1,21C0,23E0
2283,2341,full_scroll,ok,0.00617,3C,06,24,21C0,23E0,00,0133,00,00,00,0,5,0,5,1,21C0,23E0
2282,2340,full_scroll,ok,0.00617,3B,06,23,21C0,23E0,00,0133,00,00,00,0,5,0,5,1,21C0,23E0
2281,2339,full_scroll,ok,0.00617,3B,06,23,21C0,23E0,00,0132,00,00,00,0,6,0,6,1,21C0,23E0
2280,2338,full_scroll,ok,0.00617,3A,06,22,21C0,23E0,00,0132,00,00,00,0,6,0,6,1,21C0,23E0
2279,2337,full_scroll,ok,0.00617,3A,06,22,21C0,23E0,00,0131,00,00,00,0,7,0,7,1,21C0,23E0
2278,2336,full_scroll,ok,0.00617,39,06,21,21C0,23E0,00,0131,00,00,00,0,7,0,7,1,21C0,23E0
2277,2335,full_scroll,ok,0.00617,39,06,21,21C0,23E0,00,0130,00,00,00,0,8,0,8,1,21C0,23E0
2276,2334,full_scroll,ok,0.00617,38,06,20,21C0,23E0,00,0130,00,00,00,0,8,0,8,1,21C0,23E0
2275,2333,full_scroll,ok,0.00617,38,06,20,21C0,23E0,00,012F,00,00,00,1,9,1,9,1,21C0,23E0
2274,2332,full_scroll,ok,0.00617,37,06,1F,21A0,23E0,00,012F,00,00,00,1,9,1,9,1,21A0,23E0
2273,2331,full_scroll,ok,0.00617,37,06,1F,21A0,23E0,00,012E,00,00,00,2,10,2,10,1,21A0,23E0
2272,2330,full_scroll,ok,0.00617,36,06,1E,21A0,23E0,00,012E,00,00,00,2,10,2,10,1,21A0,23E0
2271,2329,full_scroll,ok,0.00617,36,06,1E,21A0,23E0,00,012D,00,00,00,3,11,3,11,1,21A0,23E0
2270,2328,full_scroll,ok,0.00617,35,06,1D,21A0,23E0,00,012D,00,00,00,3,11,3,11,1,21A0,23E0
2269,2327,full_scroll,ok,0.00617,35,06,1D,21A0,23E0,00,012C,00,00,00,4,12,4,12,1,21A0,23E0
2268,2326,full_scroll,ok,0.00617,34,06,1C,21A0,23E0,00,012C,00,00,00,4,12,4,12,1,21A0,23E0
2267,2325,full_scroll,ok,0.00617,34,06,1C,21A0,23E0,00,012B,00,00,00,5,13,5,13,1,21A0,23E0
2266,2324,full_scroll,ok,0.00617,33,06,1B,21A0,23E0,00,012B,00,00,00,5,13,5,13,1,21A0,23E0
2265,2323,full_scroll,ok,0.00617,33,06,1B,21A0,23E0,00,012A,00,00,00,6,14,6,14,1,21A0,23E0
2264,2322,full_scroll,ok,0.00617,32,06,1A,21A0,23E0,00,012A,00,00,00,6,14,6,14,1,21A0,23E0
2263,2321,full_scroll,ok,0.00617,32,06,1A,21A0,23E0,00,0129,00,00,00,7,15,7,15,1,21A0,23E0
2262,2320,full_scroll,ok,0.00617,31,06,19,21A0,23E0,00,0129,00,00,00,7,15,7,15,1,21A0,23E0
2261,2319,full_scroll,ok,0.00617,31,06,19,21A0,23E0,00,0128,00,00,00,8,16,8,16,1,21A0,23E0
2260,2318,full_scroll,ok,0.00617,30,06,18,21A0,23E0,00,0128,00,00,00,8,16,8,16,1,21A0,23E0
2259,2317,full_scroll,ok,0.00617,30,06,18,21A0,23E0,00,0127,00,00,00,9,17,9,17,1,21A0,23E0
2258,2316,full_scroll,ok,0.00617,2F,06,17,2180,23E0,00,0127,00,00,00,9,17,9,17,1,2180,23E0
2257,2315,full_scroll,ok,0.00617,2F,06,17,2180,23E0,00,0126,00,00,00,10,18,10,18,1,2180,23E0
2256,2314,full_scroll,ok,0.00617,2E,06,16,2180,23E0,00,0126,00,00,00,10,18,10,18,1,2180,23E0
2255,2313,full_scroll,ok,0.00617,2E,06,16,2180,23E0,00,0125,00,00,00,11,19,11,19,1,2180,23E0
2254,2312,full_scroll,ok,0.00617,2D,06,15,2180,23E0,00,0125,00,00,00,11,19,11,19,1,2180,23E0
2253,2311,full_scroll,ok,0.00617,2D,06,15,2180,23E0,00,0124,00,00,00,12,20,12,20,1,2180,23E0
2252,2310,full_scroll,ok,0.00617,2C,06,14,2180,23E0,00,0124,00,00,00,12,20,12,20,1,2180,23E0
2251,2309,full_scroll,ok,0.00617,2C,06,14,2180,23E0,00,0123,00,00,00,13,21,13,21,1,2180,23E0
2250,2308,full_scroll,ok,0.00617,2B,06,13,2180,23E0,00,0123,00,00,00,13,21,13,21,1,2180,23E0
2249,2307,full_scroll,ok,0.00617,2B,06,13,2180,23E0,00,0122,00,00,00,14,22,14,22,1,2180,23E0
2248,2306,full_scroll,ok,0.00617,2A,06,12,2180,23E0,00,0122,00,00,00,14,22,14,22,1,2180,23E0
2247,2305,full_scroll,ok,0.00617,2A,06,12,2180,23E0,00,0121,00,00,00,15,23,15,23,1,2180,23E0
2246,2304,full_scroll,ok,0.00617,29,06,11,2180,23E0,00,0121,00,00,00,15,23,15,23,1,2180,23E0
2245,2303,full_scroll,ok,0.00617,29,06,11,2180,23E0,00,0120,00,00,00,16,24,16,24,1,2180,23E0
2244,2302,full_scroll,ok,0.00617,28,06,10,2180,23E0,00,0120,00,00,00,16,24,16,24,1,2180,23E0
2243,2301,full_scroll,ok,0.00617,28,06,10,2180,23E0,00,011F,00,00,00,17,25,17,25,1,2180,23E0
2242,2300,full_scroll,ok,0.00617,27,05,0F,2160,23D8,00,011F,00,00,00,17,25,17,25,1,2160,23D8
2241,2299,full_scroll,ok,0.00539,27,05,0F,2160,23D8,00,011E,00,00,00,18,26,18,26,1,2160,23D8
2240,2298,full_scroll,ok,0.00539,26,05,0E,2160,23D8,00,011E,00,00,00,18,26,18,26,1,2160,23D8
2239,2297,full_scroll,ok,0.00480,26,05,0E,2160,23D8,00,011D,00,00,00,19,27,19,27,1,2160,23D8
2238,2296,full_scroll,ok,0.00480,25,05,0D,2160,23D8,00,011D,00,00,00,19,27,19,27,1,2160,23D8
2237,2295,full_scroll,ok,0.00427,25,05,0D,2160,23D8,00,011C,00,00,00,20,28,20,28,1,2160,23D8
2236,2294,full_scroll,ok,0.00427,24,05,0C,2160,23D8,00,011C,00,00,00,20,28,20,28,1,2160,23D8
2235,2293,full_scroll,ok,0.00338,24,05,0C,2160,23D8,00,011B,00,00,00,21,29,21,29,1,2160,23D8
2234,2292,full_scroll,ok,0.00338,23,05,0B,2160,23D8,00,011B,00,00,00,21,29,21,29,1,2160,23D8
2233,2291,full_scroll,ok,0.00269,23,05,0B,2160,23D8,00,011A,00,00,00,22,30,22,30,1,2160,23D8
2232,2290,full_scroll,ok,0.00269,22,05,0A,2160,23D8,00,011A,00,00,00,22,30,22,30,1,2160,23D8
2231,2289,full_scroll,ok,0.00202,22,05,0A,2160,23D8,00,0119,00,00,00,23,31,23,31,1,2160,23D8
2230,2288,full_scroll,ok,0.00202,21,05,09,2160,23D8,00,0119,00,00,00,23,31,23,31,1,2160,23D8
2901,2959,full_scroll,ok,0.00131,81,0E,59,2AE0,2BF0,00,0088,00,00,00,0,23,16,23,1,2AE0,2BF0
2885,2943,full_scroll,ok,0.00106,79,0E,51,2AC0,2BF0,00,0080,00,00,00,1,31,0,31,1,2AC0,2BF0
2869,2927,full_scroll,ok,0.00106,71,0D,49,2AA0,2BF0,00,0078,00,00,00,9,39,8,39,1,2AA0,2BF0
2229,2287,full_scroll,ok,0.00103,21,05,09,2160,23D8,00,0118,00,00,00,24,0,24,0,1,2160,23D8
2228,2286,full_scroll,ok,0.00103,20,05,08,2160,23D8,00,0118,00,00,00,24,0,24,0,1,2160,23D8
2227,2285,full_scroll,ok,0.00103,20,05,08,2160,23D8,00,0117,00,00,00,25,0,25,0,1,2160,23D8
2226,2284,full_scroll,ok,0.00103,1F,05,07,2140,23D8,00,0117,00,00,00,25,0,25,0,1,2140,23D8
2225,2283,full_scroll,ok,0.00103,1F,05,07,2140,23D8,00,0116,00,00,00,26,0,26,0,1,2140,23D8
2224,2282,full_scroll,ok,0.00103,1E,05,06,2140,23D8,00,0116,00,00,00,26,0,26,0,1,2140,23D8
2223,2281,full_scroll,ok,0.00103,1E,05,06,2140,23D8,00,0115,00,00,00,27,0,27,0,1,2140,23D8
2222,2280,full_scroll,ok,0.00103,1D,05,05,2140,23D8,00,0115,00,00,00,27,0,27,0,1,2140,23D8
2221,2279,full_scroll,ok,0.00103,1D,05,05,2140,23D8,00,0114,00,00,00,28,0,28,0,1,2140,23D8
2220,2278,full_scroll,ok,0.00103,1C,05,04,2140,23D8,00,0114,00,00,00,28,0,28,0,1,2140,23D8
2219,2277,full_scroll,ok,0.00103,1C,05,04,2140,23D8,00,0113,00,00,00,29,0,29,0,1,2140,23D8
2218,2276,full_scroll,ok,0.00103,1B,05,03,2140,23D8,00,0113,00,00,00,29,0,29,0,1,2140,23D8
2217,2275,full_scroll,ok,0.00103,1B,05,03,2140,23D8,00,0112,00,00,00,30,0,30,0,1,2140,23D8
2216,2274,full_scroll,ok,0.00103,1A,05,02,2140,23D8,00,0112,00,00,00,30,0,30,0,1,2140,23D8
2215,2273,full_scroll,ok,0.00103,1A,05,02,2140,23D8,00,0111,00,00,00,31,0,31,0,1,2140,23D8
2214,2272,full_scroll,ok,0.00103,19,05,01,2140,23D8,00,0111,00,00,00,31,0,31,0,1,2140,23D8
2213,2271,full_scroll,ok,0.00103,19,05,01,2140,23D8,00,0110,00,00,00,32,0,32,0,1,2140,23D8
2212,2270,full_scroll,ok,0.00103,18,05,00,2140,23D8,00,0110,00,00,00,32,0,32,0,1,2140,23D8
2211,2269,full_scroll,ok,0.00103,18,05,00,2140,23D8,00,010F,00,00,00,33,0,33,0,1,2140,23D8
2210,2268,full_scroll,ok,0.00103,17,05,FF,2120,23D8,00,010F,00,00,00,33,0,33,0,1,2120,23D8
